4.920313715507370844e+00,5.244077240954816865e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.162405584192253372e+00,5.491209405767483176e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.417875609944135196e+00,5.611970544447180131e+00,4.000000000000000000e+00,0.000000000000000000e+00
2.695835070197222905e+00,5.633642158222712304e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.998909778946771132e+00,5.575935053073290071e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.328790827168846000e+00,5.452238109100003172e+00,4.000000000000000000e+00,0.000000000000000000e+00
6.876966363975101082e-01,5.271488411188383516e+00,4.000000000000000000e+00,0.000000000000000000e+00
7.814504803078969886e-02,5.039084316639218741e+00,4.000000000000000000e+00,0.000000000000000000e+00
-4.982704722770889272e-01,4.756359533621718150e+00,4.000000000000000000e+00,0.000000000000000000e+00
-1.043064483490764527e+00,4.417512650249438622e+00,4.000000000000000000e+00,0.000000000000000000e+00
-1.564615297425797413e+00,3.999719640120344977e+00,4.000000000000000000e+00,0.000000000000000000e+00
-2.080759212698735539e+00,3.430076591153938814e+00,4.000000000000000000e+00,0.000000000000000000e+00
-2.563992078194403224e+00,2.487143842503501734e+00,4.000000000000000000e+00,0.000000000000000000e+00
-2.584963157656927635e+00,1.011959534728527288e+00,4.000000000000000000e+00,0.000000000000000000e+00
-2.155776731694751813e+00,8.634568279688359382e-02,4.000000000000000000e+00,0.000000000000000000e+00
-1.811938392393266151e+00,-3.689408440495964836e-01,4.000000000000000000e+00,0.000000000000000000e+00
-1.502894681430038126e+00,-6.928156706695548506e-01,4.000000000000000000e+00,0.000000000000000000e+00
-1.189633715095539168e+00,-9.724696953131801713e-01,4.000000000000000000e+00,0.000000000000000000e+00
-8.676075158592183589e-01,-1.235786741259575772e+00,4.000000000000000000e+00,0.000000000000000000e+00
-5.147404242379769457e-01,-1.522206314543275152e+00,4.000000000000000000e+00,0.000000000000000000e+00
-1.331452636434760084e-01,-1.852243567170852589e+00,4.000000000000000000e+00,0.000000000000000000e+00
2.687984680452155661e-01,-2.221796913866008971e+00,4.000000000000000000e+00,0.000000000000000000e+00
6.848313938147196911e-01,-2.616504712552901957e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.112510344274526997e+00,-3.024955938509393594e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.549930772126659306e+00,-3.435821454649007123e+00,4.000000000000000000e+00,0.000000000000000000e+00
1.997662077502468714e+00,-3.839462634488793213e+00,4.000000000000000000e+00,0.000000000000000000e+00
2.456326932702276089e+00,-4.225445778587368473e+00,4.000000000000000000e+00,0.000000000000000000e+00
2.926857488767966586e+00,-4.584495204170340621e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.418444342436424144e+00,-4.911984058481544402e+00,4.000000000000000000e+00,0.000000000000000000e+00
3.963187906664349391e+00,-5.208424514111477777e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.654460070506355684e+00,-5.468958605844175480e+00,4.000000000000000000e+00,0.000000000000000000e+00
5.757705623561310659e+00,-5.571792584882688359e+00,4.000000000000000000e+00,0.000000000000000000e+00
7.177229472279685218e+00,-4.968415827825797493e+00,4.000000000000000000e+00,0.000000000000000000e+00
7.850621087256064001e+00,-4.167999162568529314e+00,4.000000000000000000e+00,0.000000000000000000e+00
8.143076232617513455e+00,-3.577117930564599924e+00,4.000000000000000000e+00,0.000000000000000000e+00
8.316957145351414837e+00,-3.023624221594573669e+00,4.000000000000000000e+00,0.000000000000000000e+00
8.423643193244329197e+00,-2.452239598251024777e+00,4.000000000000000000e+00,0.000000000000000000e+00
8.477791741141244231e+00,-1.850637965366943583e+00,4.000000000000000000e+00,0.000000000000000000e+00
8.484900227909585979e+00,-1.221300763485904772e+00,4.000000000000000000e+00,0.000000000000000000e+00
8.447124187234905435e+00,-5.723670993322618195e-01,4.000000000000000000e+00,0.000000000000000000e+00
8.365057781776178203e+00,8.420421233824371132e-02,4.000000000000000000e+00,0.000000000000000000e+00
8.237404956694529545e+00,7.411369089834718427e-01,4.000000000000000000e+00,0.000000000000000000e+00
8.061525073285498166e+00,1.393476550473246256e+00,4.000000000000000000e+00,0.000000000000000000e+00
7.833523558771969597e+00,2.036275273198254965e+00,4.000000000000000000e+00,0.000000000000000000e+00
7.547728879774858513e+00,2.664513791425771494e+00,4.000000000000000000e+00,0.000000000000000000e+00
7.196104233611292145e+00,3.272422858769269638e+00,4.000000000000000000e+00,0.000000000000000000e+00
6.767859958262275377e+00,3.852004885841450843e+00,4.000000000000000000e+00,0.000000000000000000e+00
6.250527833980759951e+00,4.390018454711971607e+00,4.000000000000000000e+00,0.000000000000000000e+00
5.633814102811506075e+00,4.864749800967922866e+00,4.000000000000000000e+00,0.000000000000000000e+00
4.920313715507369956e+00,5.244077240954817754e+00,4.000000000000000000e+00,0.000000000000000000e+00
